"","Country","Strategy_id","Strategy","Sector","Direct_Jobs","Indirect_Jobs","Total_Jobs","Total_Jobs_distribution","ssp_sector","ssp_transformation_name"
"8396","MAR",3042,"TRNS: Fuel switch maritime with renewable energy production","Transport Equipment",0,0.0323,0.0323,0.0053,"TRNS"," Fuel switch maritime with renewable energy production"
"8397","MAR",3042,"TRNS: Fuel switch maritime with renewable energy production","Wholesale Trade",0,0.484,0.484,0.0791,"TRNS"," Fuel switch maritime with renewable energy production"
"8398","MAR",3042,"TRNS: Fuel switch maritime with renewable energy production","Wood and Paper",0,0.1219,0.1219,0.0199,"TRNS"," Fuel switch maritime with renewable energy production"
"8399","MAR",3043,"TRNS: Fuel switch medium duty road transport","Agriculture",0,0.0172,0.0172,0.0024,"TRNS"," Fuel switch medium duty road transport"
"8400","MAR",3043,"TRNS: Fuel switch medium duty road transport","Construction",0.2466,0.0593,0.3059,0.042,"TRNS"," Fuel switch medium duty road transport"
"8401","MAR",3043,"TRNS: Fuel switch medium duty road transport","Education, Health and Other Services",0,0.0262,0.0262,0.0036,"TRNS"," Fuel switch medium duty road transport"
"8402","MAR",3043,"TRNS: Fuel switch medium duty road transport","Electrical and Machinery",4.0362,0.0114,4.0476,0.5558,"TRNS"," Fuel switch medium duty road transport"
"8403","MAR",3043,"TRNS: Fuel switch medium duty road transport","Electricity, Gas and Water",0,0.1064,0.1064,0.0146,"TRNS"," Fuel switch medium duty road transport"
"8404","MAR",3043,"TRNS: Fuel switch medium duty road transport","Financial Intermediation and Business Activities",0,0.5294,0.5294,0.0727,"TRNS"," Fuel switch medium duty road transport"
"8405","MAR",3043,"TRNS: Fuel switch medium duty road transport","Fishing",0,6e-04,6e-04,1e-04,"TRNS"," Fuel switch medium duty road transport"
"8406","MAR",3043,"TRNS: Fuel switch medium duty road transport","Food & Beverages",0,0.0012,0.0012,2e-04,"TRNS"," Fuel switch medium duty road transport"
"8407","MAR",3043,"TRNS: Fuel switch medium duty road transport","Hotels and Restaurants",0,0.0248,0.0248,0.0034,"TRNS"," Fuel switch medium duty road transport"
"8408","MAR",3043,"TRNS: Fuel switch medium duty road transport","Maintenance and Repair",0,0.0133,0.0133,0.0018,"TRNS"," Fuel switch medium duty road transport"
"8409","MAR",3043,"TRNS: Fuel switch medium duty road transport","Metal Products",0.1101,0.4827,0.5928,0.0814,"TRNS"," Fuel switch medium duty road transport"
"8410","MAR",3043,"TRNS: Fuel switch medium duty road transport","Mining and Quarrying",0,0.0115,0.0115,0.0016,"TRNS"," Fuel switch medium duty road transport"
"8411","MAR",3043,"TRNS: Fuel switch medium duty road transport","Other Manufacturing",0,0.0282,0.0282,0.0039,"TRNS"," Fuel switch medium duty road transport"
"8412","MAR",3043,"TRNS: Fuel switch medium duty road transport","Others",0,0.0082,0.0082,0.0011,"TRNS"," Fuel switch medium duty road transport"
"8413","MAR",3043,"TRNS: Fuel switch medium duty road transport","Petroleum, Chemical and Non-Metallic Mineral Products",0.0621,0.2053,0.2673,0.0367,"TRNS"," Fuel switch medium duty road transport"
"8414","MAR",3043,"TRNS: Fuel switch medium duty road transport","Post and Telecommunications",0.1055,0.1334,0.2389,0.0328,"TRNS"," Fuel switch medium duty road transport"
"8415","MAR",3043,"TRNS: Fuel switch medium duty road transport","Private Households",0,0,0,0,"TRNS"," Fuel switch medium duty road transport"
"8416","MAR",3043,"TRNS: Fuel switch medium duty road transport","Public Administration",0,0.0017,0.0017,2e-04,"TRNS"," Fuel switch medium duty road transport"
"8417","MAR",3043,"TRNS: Fuel switch medium duty road transport","Re-export & Re-import",0,0,0,0,"TRNS"," Fuel switch medium duty road transport"
"8418","MAR",3043,"TRNS: Fuel switch medium duty road transport","Recycling",0,0.0017,0.0017,2e-04,"TRNS"," Fuel switch medium duty road transport"
"8419","MAR",3043,"TRNS: Fuel switch medium duty road transport","Retail Trade",0,0.0567,0.0567,0.0078,"TRNS"," Fuel switch medium duty road transport"
"8420","MAR",3043,"TRNS: Fuel switch medium duty road transport","Textiles and Wearing Apparel",0,0.0019,0.0019,3e-04,"TRNS"," Fuel switch medium duty road transport"
"8421","MAR",3043,"TRNS: Fuel switch medium duty road transport","Transport",0.0863,0.1384,0.2247,0.0309,"TRNS"," Fuel switch medium duty road transport"
"8422","MAR",3043,"TRNS: Fuel switch medium duty road transport","Transport Equipment",0,0.0582,0.0582,0.008,"TRNS"," Fuel switch medium duty road transport"
"8423","MAR",3043,"TRNS: Fuel switch medium duty road transport","Wholesale Trade",0,0.616,0.616,0.0846,"TRNS"," Fuel switch medium duty road transport"
"8424","MAR",3043,"TRNS: Fuel switch medium duty road transport","Wood and Paper",0,0.1022,0.1022,0.014,"TRNS"," Fuel switch medium duty road transport"
"8425","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Agriculture",0.0324,0.0168,0.0493,0.0069,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8426","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Construction",0.1849,0.061,0.2459,0.0342,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8427","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Education, Health and Other Services",0,0.026,0.026,0.0036,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8428","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Electrical and Machinery",4.0362,0.0093,4.0455,0.5628,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8429","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Electricity, Gas and Water",0.0274,0.1052,0.1327,0.0185,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8430","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Financial Intermediation and Business Activities",0,0.5257,0.5257,0.0731,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8431","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Fishing",0,6e-04,6e-04,1e-04,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8432","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Food & Beverages",0,0.0013,0.0013,2e-04,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8433","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Hotels and Restaurants",0,0.0247,0.0247,0.0034,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8434","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Maintenance and Repair",0,0.0131,0.0131,0.0018,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8435","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Metal Products",0.055,0.4799,0.535,0.0744,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8436","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Mining and Quarrying",0,0.0127,0.0127,0.0018,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8437","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Other Manufacturing",0,0.0274,0.0274,0.0038,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8438","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Others",0,0.0081,0.0081,0.0011,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8439","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Petroleum, Chemical and Non-Metallic Mineral Products",0.0931,0.2006,0.2937,0.0409,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8440","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Post and Telecommunications",0.1055,0.1318,0.2373,0.033,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8441","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Private Households",0,0,0,0,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8442","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Public Administration",0,0.0017,0.0017,2e-04,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8443","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Re-export & Re-import",0,0,0,0,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8444","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Recycling",0,0.0016,0.0016,2e-04,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8445","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Retail Trade",0,0.0534,0.0534,0.0074,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8446","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Textiles and Wearing Apparel",0,0.0019,0.0019,3e-04,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8447","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Transport",0.0431,0.1387,0.1819,0.0253,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8448","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Transport Equipment",0,0.0577,0.0577,0.008,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8449","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Wholesale Trade",0,0.6111,0.6111,0.085,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8450","MAR",3044,"TRNS: Fuel switch medium duty road transport with renewable energy production","Wood and Paper",0,0.1004,0.1004,0.014,"TRNS"," Fuel switch medium duty road transport with renewable energy production"
"8451","MAR",3059,"EN: Efficiency bundle","Agriculture",0,0.0406,0.0406,0.0048,"EN"," Efficiency bundle"
"8452","MAR",3059,"EN: Efficiency bundle","Construction",3.7601,0.0233,3.7835,0.4476,"EN"," Efficiency bundle"
"8453","MAR",3059,"EN: Efficiency bundle","Education, Health and Other Services",0,0.0335,0.0335,0.004,"EN"," Efficiency bundle"
"8454","MAR",3059,"EN: Efficiency bundle","Electrical and Machinery",1.4218,0.1109,1.5327,0.1813,"EN"," Efficiency bundle"
"8455","MAR",3059,"EN: Efficiency bundle","Electricity, Gas and Water",0,0.0826,0.0826,0.0098,"EN"," Efficiency bundle"
"8456","MAR",3059,"EN: Efficiency bundle","Financial Intermediation and Business Activities",0.1531,0.5335,0.6865,0.0812,"EN"," Efficiency bundle"
"8457","MAR",3059,"EN: Efficiency bundle","Fishing",0,7e-04,7e-04,1e-04,"EN"," Efficiency bundle"
"8458","MAR",3059,"EN: Efficiency bundle","Food & Beverages",0,0.0015,0.0015,2e-04,"EN"," Efficiency bundle"
"8459","MAR",3059,"EN: Efficiency bundle","Hotels and Restaurants",0,0.0253,0.0253,0.003,"EN"," Efficiency bundle"
"8460","MAR",3059,"EN: Efficiency bundle","Maintenance and Repair",0,0.0151,0.0151,0.0018,"EN"," Efficiency bundle"
"8461","MAR",3059,"EN: Efficiency bundle","Metal Products",0,0.4012,0.4012,0.0475,"EN"," Efficiency bundle"
"8462","MAR",3059,"EN: Efficiency bundle","Mining and Quarrying",0,0.0155,0.0155,0.0018,"EN"," Efficiency bundle"
"8463","MAR",3059,"EN: Efficiency bundle","Other Manufacturing",0,0.0586,0.0586,0.0069,"EN"," Efficiency bundle"
"8464","MAR",3059,"EN: Efficiency bundle","Others",0,0.0066,0.0066,8e-04,"EN"," Efficiency bundle"
"8465","MAR",3059,"EN: Efficiency bundle","Petroleum, Chemical and Non-Metallic Mineral Products",0,0.279,0.279,0.033,"EN"," Efficiency bundle"
"8466","MAR",3059,"EN: Efficiency bundle","Post and Telecommunications",0.211,0.1259,0.3369,0.0399,"EN"," Efficiency bundle"
"8467","MAR",3059,"EN: Efficiency bundle","Private Households",0,0,0,0,"EN"," Efficiency bundle"
"8468","MAR",3059,"EN: Efficiency bundle","Public Administration",0,0.0016,0.0016,2e-04,"EN"," Efficiency bundle"
"8469","MAR",3059,"EN: Efficiency bundle","Re-export & Re-import",0,0,0,0,"EN"," Efficiency bundle"
"8470","MAR",3059,"EN: Efficiency bundle","Recycling",0,0.0013,0.0013,2e-04,"EN"," Efficiency bundle"
"8471","MAR",3059,"EN: Efficiency bundle","Retail Trade",0,0.2254,0.2254,0.0267,"EN"," Efficiency bundle"
"8472","MAR",3059,"EN: Efficiency bundle","Textiles and Wearing Apparel",0,0.0017,0.0017,2e-04,"EN"," Efficiency bundle"
"8473","MAR",3059,"EN: Efficiency bundle","Transport",0,0.1733,0.1733,0.0205,"EN"," Efficiency bundle"
"8474","MAR",3059,"EN: Efficiency bundle","Transport Equipment",0,0.0477,0.0477,0.0056,"EN"," Efficiency bundle"
"8475","MAR",3059,"EN: Efficiency bundle","Wholesale Trade",0,0.5186,0.5186,0.0613,"EN"," Efficiency bundle"
"8476","MAR",3059,"EN: Efficiency bundle","Wood and Paper",0,0.1835,0.1835,0.0217,"EN"," Efficiency bundle"
"8477","MAR",3060,"EN: Efficiency bundle with renewable energy production","Agriculture",0.1297,0.0323,0.1621,0.0215,"EN"," Efficiency bundle with renewable energy production"
"8478","MAR",3060,"EN: Efficiency bundle with renewable energy production","Construction",2.5273,0.0389,2.5662,0.3408,"EN"," Efficiency bundle with renewable energy production"
"8479","MAR",3060,"EN: Efficiency bundle with renewable energy production","Education, Health and Other Services",0.1076,0.0325,0.1401,0.0186,"EN"," Efficiency bundle with renewable energy production"
"8480","MAR",3060,"EN: Efficiency bundle with renewable energy production","Electrical and Machinery",1.1925,0.0851,1.2777,0.1697,"EN"," Efficiency bundle with renewable energy production"
"8481","MAR",3060,"EN: Efficiency bundle with renewable energy production","Electricity, Gas and Water",0.0823,0.0859,0.1682,0.0223,"EN"," Efficiency bundle with renewable energy production"
"8482","MAR",3060,"EN: Efficiency bundle with renewable energy production","Financial Intermediation and Business Activities",0.1148,0.4877,0.6025,0.08,"EN"," Efficiency bundle with renewable energy production"
"8483","MAR",3060,"EN: Efficiency bundle with renewable energy production","Fishing",0,8e-04,8e-04,1e-04,"EN"," Efficiency bundle with renewable energy production"
"8484","MAR",3060,"EN: Efficiency bundle with renewable energy production","Food & Beverages",0,0.002,0.002,3e-04,"EN"," Efficiency bundle with renewable energy production"
"8485","MAR",3060,"EN: Efficiency bundle with renewable energy production","Hotels and Restaurants",0,0.0243,0.0243,0.0032,"EN"," Efficiency bundle with renewable energy production"
"8486","MAR",3060,"EN: Efficiency bundle with renewable energy production","Maintenance and Repair",0,0.0123,0.0123,0.0016,"EN"," Efficiency bundle with renewable energy production"
"8487","MAR",3060,"EN: Efficiency bundle with renewable energy production","Metal Products",0.1101,0.3081,0.4182,0.0555,"EN"," Efficiency bundle with renewable energy production"
"8488","MAR",3060,"EN: Efficiency bundle with renewable energy production","Mining and Quarrying",0,0.0206,0.0206,0.0027,"EN"," Efficiency bundle with renewable energy production"
"8489","MAR",3060,"EN: Efficiency bundle with renewable energy production","Other Manufacturing",0,0.0434,0.0434,0.0058,"EN"," Efficiency bundle with renewable energy production"
"8490","MAR",3060,"EN: Efficiency bundle with renewable energy production","Others",0,0.0059,0.0059,8e-04,"EN"," Efficiency bundle with renewable energy production"
"8491","MAR",3060,"EN: Efficiency bundle with renewable energy production","Petroleum, Chemical and Non-Metallic Mineral Products",0.2793,0.2105,0.4897,0.065,"EN"," Efficiency bundle with renewable energy production"
"8492","MAR",3060,"EN: Efficiency bundle with renewable energy production","Post and Telecommunications",0.3693,0.1058,0.475,0.0631,"EN"," Efficiency bundle with renewable energy production"
"8493","MAR",3060,"EN: Efficiency bundle with renewable energy production","Private Households",0,0,0,0,"EN"," Efficiency bundle with renewable energy production"
"8494","MAR",3060,"EN: Efficiency bundle with renewable energy production","Public Administration",0,0.0015,0.0015,2e-04,"EN"," Efficiency bundle with renewable energy production"
"8495","MAR",3060,"EN: Efficiency bundle with renewable energy production","Re-export & Re-import",0,0,0,0,"EN"," Efficiency bundle with renewable energy production"
"8496","MAR",3060,"EN: Efficiency bundle with renewable energy production","Recycling",0,0.0014,0.0014,2e-04,"EN"," Efficiency bundle with renewable energy production"
"8497","MAR",3060,"EN: Efficiency bundle with renewable energy production","Retail Trade",0,0.1618,0.1618,0.0215,"EN"," Efficiency bundle with renewable energy production"
"8498","MAR",3060,"EN: Efficiency bundle with renewable energy production","Textiles and Wearing Apparel",0,0.0014,0.0014,2e-04,"EN"," Efficiency bundle with renewable energy production"
"8499","MAR",3060,"EN: Efficiency bundle with renewable energy production","Transport",0.1726,0.1541,0.3266,0.0434,"EN"," Efficiency bundle with renewable energy production"
"8500","MAR",3060,"EN: Efficiency bundle with renewable energy production","Transport Equipment",0,0.0379,0.0379,0.005,"EN"," Efficiency bundle with renewable energy production"
"8501","MAR",3060,"EN: Efficiency bundle with renewable energy production","Wholesale Trade",0,0.4429,0.4429,0.0588,"EN"," Efficiency bundle with renewable energy production"
"8502","MAR",3060,"EN: Efficiency bundle with renewable energy production","Wood and Paper",0,0.1466,0.1466,0.0195,"EN"," Efficiency bundle with renewable energy production"
"8503","MAR",3061,"EN: Fuel switch bundle","Agriculture",0,0.0252,0.0252,0.0038,"EN"," Fuel switch bundle"
"8504","MAR",3061,"EN: Fuel switch bundle","Construction",0.9863,0.0558,1.0421,0.1552,"EN"," Fuel switch bundle"
"8505","MAR",3061,"EN: Fuel switch bundle","Education, Health and Other Services",0,0.0343,0.0343,0.0051,"EN"," Fuel switch bundle"
"8506","MAR",3061,"EN: Fuel switch bundle","Electrical and Machinery",1.1925,0.0581,1.2507,0.1863,"EN"," Fuel switch bundle"
"8507","MAR",3061,"EN: Fuel switch bundle","Electricity, Gas and Water",0,0.1155,0.1155,0.0172,"EN"," Fuel switch bundle"
"8508","MAR",3061,"EN: Fuel switch bundle","Financial Intermediation and Business Activities",0,0.4877,0.4877,0.0726,"EN"," Fuel switch bundle"
"8509","MAR",3061,"EN: Fuel switch bundle","Fishing",0,7e-04,7e-04,1e-04,"EN"," Fuel switch bundle"
"8510","MAR",3061,"EN: Fuel switch bundle","Food & Beverages",0,0.0018,0.0018,3e-04,"EN"," Fuel switch bundle"
"8511","MAR",3061,"EN: Fuel switch bundle","Hotels and Restaurants",0,0.0246,0.0246,0.0037,"EN"," Fuel switch bundle"
"8512","MAR",3061,"EN: Fuel switch bundle","Maintenance and Repair",0,0.0102,0.0102,0.0015,"EN"," Fuel switch bundle"
"8513","MAR",3061,"EN: Fuel switch bundle","Metal Products",0.4403,0.2282,0.6685,0.0996,"EN"," Fuel switch bundle"
"8514","MAR",3061,"EN: Fuel switch bundle","Mining and Quarrying",0,0.025,0.025,0.0037,"EN"," Fuel switch bundle"
"8515","MAR",3061,"EN: Fuel switch bundle","Other Manufacturing",0,0.0267,0.0267,0.004,"EN"," Fuel switch bundle"
"8516","MAR",3061,"EN: Fuel switch bundle","Others",0,0.006,0.006,9e-04,"EN"," Fuel switch bundle"
"8517","MAR",3061,"EN: Fuel switch bundle","Petroleum, Chemical and Non-Metallic Mineral Products",0.8378,0.1333,0.9712,0.1447,"EN"," Fuel switch bundle"
"8518","MAR",3061,"EN: Fuel switch bundle","Post and Telecommunications",0.7913,0.089,0.8803,0.1311,"EN"," Fuel switch bundle"
"8519","MAR",3061,"EN: Fuel switch bundle","Private Households",0,0,0,0,"EN"," Fuel switch bundle"
"8520","MAR",3061,"EN: Fuel switch bundle","Public Administration",0,0.0017,0.0017,2e-04,"EN"," Fuel switch bundle"
"8521","MAR",3061,"EN: Fuel switch bundle","Re-export & Re-import",0,0,0,0,"EN"," Fuel switch bundle"
"8522","MAR",3061,"EN: Fuel switch bundle","Recycling",0,0.0021,0.0021,3e-04,"EN"," Fuel switch bundle"
"8523","MAR",3061,"EN: Fuel switch bundle","Retail Trade",0,0.0864,0.0864,0.0129,"EN"," Fuel switch bundle"
"8524","MAR",3061,"EN: Fuel switch bundle","Textiles and Wearing Apparel",0,0.0013,0.0013,2e-04,"EN"," Fuel switch bundle"
"8525","MAR",3061,"EN: Fuel switch bundle","Transport",0.3451,0.1399,0.485,0.0722,"EN"," Fuel switch bundle"
"8526","MAR",3061,"EN: Fuel switch bundle","Transport Equipment",0,0.0305,0.0305,0.0045,"EN"," Fuel switch bundle"
"8527","MAR",3061,"EN: Fuel switch bundle","Wholesale Trade",0,0.4206,0.4206,0.0626,"EN"," Fuel switch bundle"
"8528","MAR",3061,"EN: Fuel switch bundle","Wood and Paper",0,0.1155,0.1155,0.0172,"EN"," Fuel switch bundle"
"8529","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Agriculture",0.2271,0.0234,0.2504,0.0378,"EN"," Fuel switch bundle with renewable energy production"
"8530","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Construction",0.9863,0.0563,1.0425,0.1573,"EN"," Fuel switch bundle with renewable energy production"
"8531","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Education, Health and Other Services",0.2153,0.0313,0.2465,0.0372,"EN"," Fuel switch bundle with renewable energy production"
"8532","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Electrical and Machinery",1.376,0.0512,1.4272,0.2154,"EN"," Fuel switch bundle with renewable energy production"
"8533","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Electricity, Gas and Water",0.1097,0.095,0.2047,0.0309,"EN"," Fuel switch bundle with renewable energy production"
"8534","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Financial Intermediation and Business Activities",0.0383,0.4543,0.4926,0.0743,"EN"," Fuel switch bundle with renewable energy production"
"8535","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Fishing",0,9e-04,9e-04,1e-04,"EN"," Fuel switch bundle with renewable energy production"
"8536","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Food & Beverages",0,0.0025,0.0025,4e-04,"EN"," Fuel switch bundle with renewable energy production"
"8537","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Hotels and Restaurants",0,0.0235,0.0235,0.0035,"EN"," Fuel switch bundle with renewable energy production"
"8538","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Maintenance and Repair",0,0.0099,0.0099,0.0015,"EN"," Fuel switch bundle with renewable energy production"
"8539","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Metal Products",0.1651,0.2469,0.412,0.0622,"EN"," Fuel switch bundle with renewable energy production"
"8540","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Mining and Quarrying",0.0175,0.0237,0.0412,0.0062,"EN"," Fuel switch bundle with renewable energy production"
"8541","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Other Manufacturing",0.0423,0.0262,0.0685,0.0103,"EN"," Fuel switch bundle with renewable energy production"
"8542","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Others",0,0.0056,0.0056,8e-04,"EN"," Fuel switch bundle with renewable energy production"
"8543","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Petroleum, Chemical and Non-Metallic Mineral Products",0.5896,0.1411,0.7307,0.1103,"EN"," Fuel switch bundle with renewable energy production"
"8544","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Post and Telecommunications",0.5275,0.0897,0.6172,0.0931,"EN"," Fuel switch bundle with renewable energy production"
"8545","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Private Households",0,0,0,0,"EN"," Fuel switch bundle with renewable energy production"
"8546","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Public Administration",0.065,0.0015,0.0665,0.01,"EN"," Fuel switch bundle with renewable energy production"
"8547","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Re-export & Re-import",0,0,0,0,"EN"," Fuel switch bundle with renewable energy production"
"8548","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Recycling",0,0.0015,0.0015,2e-04,"EN"," Fuel switch bundle with renewable energy production"
"8549","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Retail Trade",0,0.085,0.085,0.0128,"EN"," Fuel switch bundle with renewable energy production"
"8550","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Textiles and Wearing Apparel",0,0.0013,0.0013,2e-04,"EN"," Fuel switch bundle with renewable energy production"
"8551","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Transport",0.2157,0.1343,0.35,0.0528,"EN"," Fuel switch bundle with renewable energy production"
"8552","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Transport Equipment",0,0.0323,0.0323,0.0049,"EN"," Fuel switch bundle with renewable energy production"
"8553","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Wholesale Trade",0,0.4021,0.4021,0.0607,"EN"," Fuel switch bundle with renewable energy production"
"8554","MAR",3062,"EN: Fuel switch bundle with renewable energy production","Wood and Paper",0,0.1117,0.1117,0.0169,"EN"," Fuel switch bundle with renewable energy production"
"8555","MAR",4002,"IPPU: Reduce cement clinker","Agriculture",0,0.0267,0.0267,0.0042,"IPPU"," Reduce cement clinker"
"8556","MAR",4002,"IPPU: Reduce cement clinker","Construction",0.9863,0.0553,1.0416,0.1659,"IPPU"," Reduce cement clinker"
"8557","MAR",4002,"IPPU: Reduce cement clinker","Education, Health and Other Services",0,0.0266,0.0266,0.0042,"IPPU"," Reduce cement clinker"
"8558","MAR",4002,"IPPU: Reduce cement clinker","Electrical and Machinery",1.4677,0.0526,1.5204,0.2422,"IPPU"," Reduce cement clinker"
"8559","MAR",4002,"IPPU: Reduce cement clinker","Electricity, Gas and Water",0,0.1213,0.1213,0.0193,"IPPU"," Reduce cement clinker"
"8560","MAR",4002,"IPPU: Reduce cement clinker","Financial Intermediation and Business Activities",0,0.4725,0.4725,0.0753,"IPPU"," Reduce cement clinker"
"8561","MAR",4002,"IPPU: Reduce cement clinker","Fishing",0,7e-04,7e-04,1e-04,"IPPU"," Reduce cement clinker"
"8562","MAR",4002,"IPPU: Reduce cement clinker","Food & Beverages",0,0.002,0.002,3e-04,"IPPU"," Reduce cement clinker"
"8563","MAR",4002,"IPPU: Reduce cement clinker","Hotels and Restaurants",0,0.0224,0.0224,0.0036,"IPPU"," Reduce cement clinker"
"8564","MAR",4002,"IPPU: Reduce cement clinker","Maintenance and Repair",0,0.0109,0.0109,0.0017,"IPPU"," Reduce cement clinker"
"8565","MAR",4002,"IPPU: Reduce cement clinker","Metal Products",0.1651,0.264,0.4291,0.0683,"IPPU"," Reduce cement clinker"
"8566","MAR",4002,"IPPU: Reduce cement clinker","Mining and Quarrying",0.1748,0.0278,0.2026,0.0323,"IPPU"," Reduce cement clinker"
"8567","MAR",4002,"IPPU: Reduce cement clinker","Other Manufacturing",0,0.0273,0.0273,0.0044,"IPPU"," Reduce cement clinker"
"8568","MAR",4002,"IPPU: Reduce cement clinker","Others",0,0.006,0.006,0.001,"IPPU"," Reduce cement clinker"
"8569","MAR",4002,"IPPU: Reduce cement clinker","Petroleum, Chemical and Non-Metallic Mineral Products",1.055,0.1315,1.1866,0.189,"IPPU"," Reduce cement clinker"
"8570","MAR",4002,"IPPU: Reduce cement clinker","Post and Telecommunications",0.1583,0.093,0.2513,0.04,"IPPU"," Reduce cement clinker"
"8571","MAR",4002,"IPPU: Reduce cement clinker","Private Households",0,0,0,0,"IPPU"," Reduce cement clinker"
"8572","MAR",4002,"IPPU: Reduce cement clinker","Public Administration",0,0.0016,0.0016,2e-04,"IPPU"," Reduce cement clinker"
"8573","MAR",4002,"IPPU: Reduce cement clinker","Re-export & Re-import",0,0,0,0,"IPPU"," Reduce cement clinker"
"8574","MAR",4002,"IPPU: Reduce cement clinker","Recycling",0,0.0017,0.0017,3e-04,"IPPU"," Reduce cement clinker"
"8575","MAR",4002,"IPPU: Reduce cement clinker","Retail Trade",0,0.0876,0.0876,0.0139,"IPPU"," Reduce cement clinker"
"8576","MAR",4002,"IPPU: Reduce cement clinker","Textiles and Wearing Apparel",0,0.0015,0.0015,2e-04,"IPPU"," Reduce cement clinker"
"8577","MAR",4002,"IPPU: Reduce cement clinker","Transport",0.0863,0.1471,0.2333,0.0372,"IPPU"," Reduce cement clinker"
